채널,게시일,제목,주요내용,링크,id,썸네일URL,분야태그,비고
포토뉴스,2008-07-25,"[08.07.07] 생기원, 계명대와 MOU 체결","생기원이 7월 7일(월) 계명대학교와 MOU를 체결했다. 이번 MOU는 인력 및 기술 교류를 통해 상호 발전을 도모하는 한편, 중소기업 지원에 양 기관의 힘을 모으고자 추진됐다. 생기원은 앞으로 계명대와의 활발한 협력을 통해 실질적인 기술협력 네트워크를 구축하고, 이를 지역 중소기업 지원의 한길로 모은다는 방침이다.",https://www.kitech.re.kr/pages/60?id=12290&menuMode=READ&q=,12290,https://www.kitech.re.kr/api/v1/attachment/7a65776c-2ea6-4691-b18e-f10e8675c2ae?size=640,,
포토뉴스,2008-07-07,[08.07.04] 산업기술연구회 한욱 이사장님 방문,"7월 4일(금), 산업기술연구회 한욱 이사장이 생기원 천안 본원을 방문했다. 한 이사장은 생기원의 현황 및 비전에 대한 설명을 듣고, \'깊은 고민을 통해 나온 정책들이 많다\'며 앞으로도 중소기업을 위한 R&D와 기술지원을 활발히 펼쳐줄 것을 당부했다.",https://www.kitech.re.kr/pages/60?id=12289&menuMode=READ&q=,12289,https://www.kitech.re.kr/api/v1/attachment/bd01c1b5-d1d3-4b96-8b7b-2fc19829fc9c?size=640,,
포토뉴스,2008-06-16,"[08.06.10~13] 생기원, 2008국제부품소재산업전 참가","6월 10일(화)부터 13일(금)까지 킨텍스에서 ‘2008 국제부품소재산업전’이 열렸다. 한국부품소재산업진흥원이 주최하는 이번 전시회는 국내 최대 규모의 부품소재 전문 전시다. 특히 올해는 정부가 부품소재산업 관련 대일무역역조 개선을 위한 후속조치의 하나로, 한국과 일본의 부품소재분야 양국 간 교류를 위해서 다채로운 이벤트를 마련했다. 우선, 일본 기업관과",https://www.kitech.re.kr/pages/60?id=12288&menuMode=READ&q=,12288,https://www.kitech.re.kr/api/v1/attachment/4aab20b7-ed43-477e-8dd3-d1b1a53ba8c0?size=640,,
포토뉴스,2008-06-12,"[08.06.02] 생기원 i매뉴팩처링 기술, 파트너 중소기업에 이전","생기원 i-매뉴팩처링사업단(단장 : 최헌종)이 6월 2일(월) 비투젠(대표 : 박정호)과 제조협업시스템에 대한 기술 이전 협약식을 가졌다. 제조협업시스템은 제품 생산과정에서 발생하는 각종 정보기술을 활용, 기업 간 제품개발 및 생산이 원활히 이뤄지도록 해주는 웹기반 기술이다. 생기원이 2004년부터 시작해 현재 i매뉴팩처링(한국형제조혁신)사업으로 진행 중이",https://www.kitech.re.kr/pages/60?id=12287&menuMode=READ&q=,12287,https://www.kitech.re.kr/api/v1/attachment/2cb2dbc0-0554-4efc-a38f-14869eca72af?size=640,,
포토뉴스,2008-06-04,"[08.05.28] 생기원, 인도네시아 섬유연구소와 MOU","생기원이 5월 28일, 자카르타에서 인도네시아 섬유연구소(CFT : Center for Textile)와 섬유분야 연구기술협력을 위한 업무협약을 체결했다. CFT는 인도네시아 내 유일한 섬유 전문 연구소로 생기원 인도네시아 사무소(KITC)를 통해 더욱 생기원과 돈독한 관계를 유지해왔다. 이번 MOU 체결을 통해 양 기관은 한국의 우수한 섬유기술과 인도네시",https://www.kitech.re.kr/pages/60?id=12286&menuMode=READ&q=,12286,https://www.kitech.re.kr/api/v1/attachment/f5ef0620-7698-40ee-bcae-796a33377754?size=640,,
포토뉴스,2008-06-02,[08.05.28] 홍석우 중소기업청장 시화창업보육센터 방문,"5월 28일(수) 홍석우 중소기업청장이 생기원 시화창업보육센터를 방문, 센터 내 입주해 있는 창업보육기업들을 돌아보며 기업인들의 우수한 성과와 건의사항을 듣고 격려했다. 생기원 시화창업보육센터는 2008년 3월에 중소기업청과 경기도가 평가한 운영평가에서 최우수 등급을 받은 바 있다. 6년 연속 최우수 등급을 받아 생산기술혁신형 특화보육센터로서 모범을 보이고",https://www.kitech.re.kr/pages/60?id=12285&menuMode=READ&q=,12285,https://www.kitech.re.kr/api/v1/attachment/47d9a5eb-ce3f-49f4-b973-cdaa9150e55b?size=640,,
포토뉴스,2008-05-22,"[08.05.15] 생기원, 건국대와 MOU","한국생산기술연구원(원장 나경환)과 건국대학교(총장 오명)가 5월 15일(목), 과학기술 발전과 기술인력 양성을 위해 업무협약을 맺었다.",https://www.kitech.re.kr/pages/60?id=12284&menuMode=READ&q=,12284,https://www.kitech.re.kr/api/v1/attachment/fa11d910-76ec-4ef1-939b-79b7bbf12b58?size=640,,
포토뉴스,2008-05-07,[08.04.30] 생물산업기술실용화센터 개소식,"국내 바이오 의약품 기업 지원을 위해 운영할 생물산업기술실용화센터(KBCC : Korea Biotechnology Commercialization Center)가 30일 개소식을 갖고 본격적인 위탁생산에 들어갔다. 이번 개소식은 생물산업기술실용화센터가 2005년 준공 이후 2년 반 여의 준비 기간 동안 제조 공정, 시험, 기계 설비, 시스템 기준 등 선진국",https://www.kitech.re.kr/pages/60?id=12283&menuMode=READ&q=,12283,https://www.kitech.re.kr/api/v1/attachment/4a692ec3-c036-4f8c-84cd-7925585011d4?size=640,,
포토뉴스,2008-04-17,[08.04.17] 한국기술교육대학교 정병석 총장 방문,"한국기술교육대학교 정병석 총장이 17일 오전, 생기원 천안연구센터를 방문해 앞으로도 양 기관이 활발한 교류를 하길 바란다고 전하면서 중소기업에서 근무 중인 엔지니어들의 재교육 프로그램을 소개하고, 그에 관한 협력 방안을 논의했다.",https://www.kitech.re.kr/pages/60?id=12282&menuMode=READ&q=,12282,https://www.kitech.re.kr/api/v1/attachment/dc87f688-d639-4cde-89a9-0717d582664f?size=640,,
포토뉴스,2008-04-17,[08.04.10] 에너지기술연구원 방문 연구협력 교류,"10일 나 원장은 생기원 연구본부장들과 함께 에너지기술연구원을 방문, 교류회에서 양 기관의 주력 연구 분야를 소개하고 시너지 효과를 낼 수 있는 공동 연구 도출에 관한 의견을 나눴다.",https://www.kitech.re.kr/pages/60?id=12281&menuMode=READ&q=,12281,https://www.kitech.re.kr/api/v1/attachment/956eed41-9237-4bc8-9480-3368d2db45ae?size=640,,
포토뉴스,2008-04-17,[08.04.04] 식목일 행사,"4월 4일(금), 나경환 원장을 비롯한 천안연구센터 직원들이 식목일을 맞아 센터 주변 나무에 비료를 주었다.",https://www.kitech.re.kr/pages/60?id=12280&menuMode=READ&q=,12280,https://www.kitech.re.kr/api/v1/attachment/7a5869f7-bb02-4498-9d77-4d0b68cdd6b6?size=640,,
포토뉴스,2008-04-17,"[08.04.02] 지식경제부 임채민 제1차관, 생기원 인천연구센터 방문","임채민 지식경제부 차관이 4월 2일 생기원 인천연구센터를 방문했다. 생기원 전반의 활동과 현황을 들은 임차관은 사이버 기반의 첨단 주물설계기술인 ‘사이버엔지니어U24\' 시연을 하기도 했다. 임 차관은 생기원이 더불어 앞으로도 산업계에 꼭 필요한 연구개발 성과를 계속 창출해 줄 것을 당부했다. 또, 중소기업 지원에 힘써 줄 것을 부탁하고, 사이버엔지니어U2",https://www.kitech.re.kr/pages/60?id=12279&menuMode=READ&q=,12279,https://www.kitech.re.kr/api/v1/attachment/043ef34d-9991-470c-8b11-be79b12161f9?size=640,,
포토뉴스,2008-04-17,"[08.04.01] 생기원, 광주과기원과 MOU","광주과학기술원과 한국생산기술연구원이 과학기술 연구개발 분야에서 협력 관계를 구축하기 위해 손을 잡았다. 4월 1일 광주과기원 행정동 소회의실에서 진행된 협약식에는 양 기관장 및 주요 보직자들이 참석했다. 생기원과 과기원은 향후 공동연구는 물론 광주과기원 대학원 내에 학연협동연구 석․박사 과정을 설치하고 운영하기로 뜻을 모았다. 겸직 허용을 통한 인력 교류,",https://www.kitech.re.kr/pages/60?id=12278&menuMode=READ&q=,12278,https://www.kitech.re.kr/api/v1/attachment/5dce86f3-09bd-4b10-9d5d-24557f3f6c25?size=640,,
포토뉴스,2008-04-17,[08.03.27] 「혁신형 중소기업 육성을 위한 세미나」 개최,"3월 27일(목) 생기원 천안연구센터 대강당에서 200여 명의 중소기업 관계자들이 참석한 가운데 ‘혁신형 중소기업 육성을 위한 세미나’가 열렸다. 지식경제부, 대전ㆍ충남지방중소기업청, 산업기술연구회가 후원을 맡고 생기원과 충남테크노파크가 공동 주최했다. 이번 세미나는 중소기업 육성을 강조하고 있는 새 정부의 정책에 발맞춰 출연연과 중소기업이 한자리에 모여",https://www.kitech.re.kr/pages/60?id=12277&menuMode=READ&q=,12277,https://www.kitech.re.kr/api/v1/attachment/93f73ef2-1314-4614-af80-49f466fb61ac?size=640,,
포토뉴스,2008-04-17,[08.03.27] 충남지역협력단 현판식,"생기원과 충남TP는 ‘충남지역협력단’의 현판식을 갖고 천안을 비롯한 충남지역 중소기업 지원에 양 기관이 적극 협력할 것을 결의했다. 생기원 충남지역협력단은 충청권 및 경기남부권역의 특화산업 육성을 목적으로 지난해 설치됐으며, 충남테크노파크를 비롯한 이 지역 지원기관들과의 협력 강화에 힘써 왔다. 생기원과 충남테크노파크는 현판식을 계기로 지역 전략산업인 자동",https://www.kitech.re.kr/pages/60?id=12276&menuMode=READ&q=,12276,https://www.kitech.re.kr/api/v1/attachment/f9c591b4-d097-484a-b280-87197afcca48?size=640,,
포토뉴스,2008-04-17,"[08.03.25] 나경환 원장, 중소기업 현장 순회","나경환 생기원장이 3월 13일 인천을 시작으로 천안, 안산, 광주, 부산을 돌며 지역 중소기업들을 방문해 현장의 목소리를 직접 듣고 있다. 나경환 원장, 이덕근 중소기업지원본부장과 각 지역연구센터 소장, 사업지원실장 등으로 구성된 생기원 방문단은 중소기업현장을 찾아 실제 작업 과정을 보면서 좀 더 실질적인 지원 방법을 들고 기업인들과 해결 방안을 함께 고민",https://www.kitech.re.kr/pages/60?id=12275&menuMode=READ&q=,12275,https://www.kitech.re.kr/api/v1/attachment/6195ad71-8740-43e9-8ce3-635213cfc1cb?size=640,,
포토뉴스,2008-04-17,[08.03.25] ETRI 방문해 출연(연)의 공동 연구 협의,"25일, 전자통신연구원을 찾은 나 원장은 최문기 전자통신연구원장 및 간부들과 함께 양 기관의 공통 관심 연구 분야인 디지털 콘텐츠연구분야, NT융합부품 연구분야, 신소자/소재 연구분야, U-로봇연구분야, BT융합연구분야, 무선시스템연구분야, 생산기반기술 연구분야, 생산공정기술 연구분야, 웰니스시스템 연구분야, 디지털설계분야를 소개한 자리에서 향후 구체적인",https://www.kitech.re.kr/pages/60?id=12274&menuMode=READ&q=,12274,https://www.kitech.re.kr/api/v1/attachment/f3bd69f4-88b0-46a8-8062-4210db8152b1?size=640,,
포토뉴스,2008-04-17,[08.03.25] 지식재산권 관리시스템 EIP사용법 교육,"생기원 중소기업지원본부 성과확산실이 3월 25일(화) 천안연구센터 국제회의실에서 ‘지식재산권 관리시스템 EIP사용법 교육’을 실시했다. 생기원은 원내 업무지원 정보포털시스템인 EIP에 ‘지식재산권 관리 시스템’을 구축했으며, 이를 통해 산업재산권, 논문, 학회발표, 협약 등 실적 관리를 쉽고 효율적으로 관리할 수 있게 됐다. 이번 교육은 관련 업무 담당자",https://www.kitech.re.kr/pages/60?id=12273&menuMode=READ&q=,12273,https://www.kitech.re.kr/api/v1/attachment/8c5a62e8-66f1-460f-b9ba-46e27c9c0033?size=640,,
포토뉴스,2008-04-17,[08.03.21] 한국산업기술진흥협회 세미나 천안연구센터서 개최,"3월 21일부터 22일까지 이틀간 생기원 천안연구센터에서 한국산업기술진흥협회(산기협) ‘제91회 연구소장협의회 및 세미나’가 열렸다. 산기협은 국내 유일의 민간기업연구소 종합지원기관으로, 1985년 시작, 91회 째를 맞았을 정도로 왕성한 활동을 펼쳐 왔다. 생기원은 2003년부터 정기적인 간담회 개최 등 산기협과의 교류를 강화해 왔으며, 이번 연구소장협의",https://www.kitech.re.kr/pages/60?id=12272&menuMode=READ&q=,12272,https://www.kitech.re.kr/api/v1/attachment/52e1c622-55e4-4d3f-9b53-6d49007c061d?size=640,,
포토뉴스,2008-04-17,"[08.03.19] 생기원, 한일산업기술협력재단과 업무 협약","생기원이 3월 19일 팔래스호텔에서 한일산업기술협력재단과 업무 협약을 체결했다. 보다 효율적인 산업기술 협력을 목적으로 체결된 이번 협약식에는 산업기술협력재단 허남정 전무이사, 재팬아웃소싱센터 김여종 사무국장, 생기원 나경환 원장이 참석했다. 생기원은 한일재단과의 긴밀한 협력관계를 구축하고 원천기술 개발, 전문 기술인력 양성 등 다양한 인력교류 사업을 공동",https://www.kitech.re.kr/pages/60?id=12271&menuMode=READ&q=,12271,https://www.kitech.re.kr/api/v1/attachment/8ddc66b2-06d6-4b84-b56e-9e5d6768a4ca?size=640,,
포토뉴스,2008-04-17,"[08.03.19] 생기원, Microsoft 요청에 따라 MOU 체결","지난 3월 19일 생기원과 한국마이크로소프트가 「중소기업 혁신을 위한 기술 협력 조인식」을 갖고 양해각서(MOU)를 체결했다. 이번 MOU는 생기원 디지털설계연구단이 개발한 가상설계 공간인 \'사이버 엔지니어 U24\'에 마이크로소프트사의 WCCS를 적용, ‘인터넷 시뮬레이션센터’를 구축하기 위한 데 그 목적이 있다. 웨스틴조선호텔에서 열린 조인식에는 생기",https://www.kitech.re.kr/pages/60?id=12270&menuMode=READ&q=,12270,https://www.kitech.re.kr/api/v1/attachment/c080ac84-890f-4c43-93c3-b9b110859ebe?size=640,,
포토뉴스,2008-04-17,[08.03.18] 천안연구센터 일반 직원 간담회,천안연구센터 사업지원실은 3월 18일 천안연구센터 국제회의실에서 센터에서 근무하고 있는 일반 직원들과 김경수 소장을 모시고 간담회를 열었다. 오전 10시부터 시작된 천안연구센터 비보직 직원 간담회에서 직원들은 2시간여 동안 천안연구센터의 운영 방향에 대한 논의에서부터 연구원 생활에서 느끼는 개선점까지 크고 작은 의견들을 냈다. 지난 1월부터 시행된 기관장,https://www.kitech.re.kr/pages/60?id=12269&menuMode=READ&q=,12269,https://www.kitech.re.kr/api/v1/attachment/6cb58414-7e9e-49a3-988c-3d62c0651891?size=640,,
포토뉴스,2008-04-17,"[08.03.14] 경기도지사, 생기원 안산연구센터 방문",김문수 경기도지사가 3월 14일(금) 생기원 안산연구센터를 방문했다. 생기원의 일반 현황과 진행 중인 연구 및 기술지원에 관한 브리핑을 받은 후 지역의 중소기업 지원에 힘써달라고 당부했다.,https://www.kitech.re.kr/pages/60?id=12268&menuMode=READ&q=,12268,https://www.kitech.re.kr/api/v1/attachment/39763bf4-4234-43d4-9ed5-275907282291?size=640,,
포토뉴스,2008-04-04,"[08.03.05]생기원, 부경대와 학술연구교류 업무협약",생기원이 3월 5일(수) 부경대학교 회의실에서 부경대와의 학술연구교류 업무협약을 맺었다.,https://www.kitech.re.kr/pages/60?id=12267&menuMode=READ&q=,12267,https://www.kitech.re.kr/api/v1/attachment/a85d9294-b088-48e0-9ea2-fe00a266ebf0?size=640,,
포토뉴스,2008-03-12,"[08.02.21] 생기원, 과학기술 정보화 우수기관 선정","생기원이 2007년도 \'과학기술 정보화 수준 평가\'에서 우수기관으로 선정돼, 2월 21일 과천 정부 청사 과학기술부총리실에서 김우식 부총리로부터 상패를 받았다.",https://www.kitech.re.kr/pages/60?id=12266&menuMode=READ&q=,12266,https://www.kitech.re.kr/api/v1/attachment/3195d88c-a68d-4d16-847f-519ab30fd7c9?size=640,,
포토뉴스,2008-03-12,[08.02.14-19] 전직원 보안안전교육 실시,생기원은 2월 14일과 19일 이틀에 걸쳐 천안연구센터 대강당에서 전 직원을 대상으로 보안안전교육 실시했다.,https://www.kitech.re.kr/pages/60?id=12265&menuMode=READ&q=,12265,https://www.kitech.re.kr/api/v1/attachment/402318cd-e9de-4cd1-9300-74e21661c01d?size=640,,
포토뉴스,2008-01-28,[08.01.23] 한국건설교통기술평가원과 협약식 및 세미나,"생기원은 1월 23일(수), 정부 건설교통기술 R&D사업에 대한 종합적인 관리·평가기관인 한국건설교통기술평가원(KICTEP)과 협력체제 구축을 위한 협약을 맺었다. 협약 전 양 기관의 기관장 및 간부들이 참석한 자리에서 간담회와 함께 건설교통 R&D에 관한 세미나가 열렸다.",https://www.kitech.re.kr/pages/60?id=12264&menuMode=READ&q=,12264,https://www.kitech.re.kr/api/v1/attachment/4efcbffb-3c7d-45fc-a7a2-21f8c445b192?size=640,,
포토뉴스,2008-01-28,[08.01.22] 중소기업 혁신 전략 제시하는 \'한·일 국제포럼\' 개최,"생기원이 동경대 경제학연구과 신타구 준지로(Shintaku Junjiro) 교수와 노무라종합연구소 코노모토 싱고(Konomoto Shingo) 집행이사를 초빙, 새로운 성장 동력을 만들기 위한 제조업 혁신 전략을 모색하는 \'한·일 국제포럼-제조혁신을 통한 경제성장 전략\'을 22일 한국기술센터에서 개최했다. 동경대 신타구 준지로 교수는 \'일본의 제조능력",https://www.kitech.re.kr/pages/60?id=12263&menuMode=READ&q=,12263,https://www.kitech.re.kr/api/v1/attachment/3fba93c7-e2fa-4ef7-b0db-64a1159396fb?size=640,,
포토뉴스,2008-01-28,[08.01.14] 일반 직원과의 간담회 개최,"1월 14일(월), 천안연구센터 국제회의실에서 한국생산기술연구원 나경환 원장과 일반 직원(비보직자)간의 간담회가 열렸다. 이번 간담회는 원의 주요 경영활동을 직원들에게 설명하고, 비보직 직원의 의견이나 제안을 수렴하는 기회의 장으로 마련됐다. 2시간에 걸친 간담회에는 연구원 발전을 위한 다양하고 참신한 의견들이 펼쳐졌다. 나경환 원장은 좋은 의견은 수렴해",https://www.kitech.re.kr/pages/60?id=12262&menuMode=READ&q=,12262,https://www.kitech.re.kr/api/v1/attachment/92741995-8b79-419b-a456-fa304e55b662?size=640,,
포토뉴스,2008-01-07,[08.01.02] 2008년 연구윤리실천 강화의 해 선포 및 시무식,"생기원은 2008년 1월 2일(수), 2008년을 연구윤리 실천 강화의 해로 선포하고, 시무식을 가졌다. 나경환 원장은 신년사를 통해 2008년 중점 추진 계획을 발표했다.",https://www.kitech.re.kr/pages/60?id=12261&menuMode=READ&q=,12261,https://www.kitech.re.kr/api/v1/attachment/2c1a139c-7a3b-4d80-9ab3-47722ee99c85?size=640,,
포토뉴스,2008-01-07,[07.12.31]2007년 종무식,"12월 31일(월), 생기원의 2007년을 마무리하는 종무식이 천안연구센터 대강당에서 열렸다. 종무식에서는 40여명의 대외 수상자를 비롯, 공로자에게 포상이 주어졌다. 나경환 원장은 지난 1년동안 생기원 직원들의 노고를 치하하고 감사의 인사를 전했다. 또, 이날 종무식에서는 내부 공모를 통해 채택된 \'기술 한국의 힘, 중소기업! KITECH이 함께 합니다",https://www.kitech.re.kr/pages/60?id=12260&menuMode=READ&q=,12260,https://www.kitech.re.kr/api/v1/attachment/1bba27bd-5e9c-41ef-8c7e-eafceeacca12?size=640,,
포토뉴스,2008-01-07,"[07.12.21]금요과학터치, 대전역 과학강의","생기원 연구원들이 금요과학터치 강의를 통해 국민들에게 우수한 연구성과와 신기술을 소개하고, 과학적 궁금증을 풀어주는 시간을 가졌다. 12월 7일부터 매주 금요일, 대전역에서 열린 이번 과학 강의는 과학기술부에서 추진하고 있는 프로그램으로 국가연구개발사업의 우수한 연구성과들을 산업현장에 접목시키고, 국민의 과학적 마인드를 함양시킬 수 있는 상시 기회를 제공하",https://www.kitech.re.kr/pages/60?id=12259&menuMode=READ&q=,12259,https://www.kitech.re.kr/api/v1/attachment/ef495e80-a1c4-4f3b-a60d-234f30a161de?size=640,,
포토뉴스,2008-01-07,[07.12.20] 한국공공연구노동조합 한국생산기술연구원지부 창립 19주년,"한국공공연구노동조합 한국생산기술연구원지부의 창립 19주년을 맞아, 홍주석 지부장 이하 직원들이 참석한 가운데 기념식이 열렸다. 노조 창립 19주년을 축하하기 위해 참석한 나경환 원장은 \""만 19세가 되면 성년으로 인정하듯이 우리 원 노조도 19주년을 맞아 성인식을 치뤘다\""면서 축하의 인사를 전했다.",https://www.kitech.re.kr/pages/60?id=12258&menuMode=READ&q=,12258,https://www.kitech.re.kr/api/v1/attachment/91414424-d5c5-48f2-9367-75d7d932cbc2?size=640,,
포토뉴스,2008-01-07,[07.12.13] 서해 기름유출 피해지역 자원봉사,생기원 직원들이 13일(목) 태안 학암포 지역에서 기름유출 피해복구 자원봉사를 하고 있다.,https://www.kitech.re.kr/pages/60?id=12257&menuMode=READ&q=,12257,https://www.kitech.re.kr/api/v1/attachment/de44963b-9224-474b-8204-f29c7f1afdf5?size=640,,
포토뉴스,2008-01-04,[07.12.13] 미래 패키징 신기술 정부포상 및 국제심포지움,"산업자원부가 주최하고, 한국생산기술연구원(포장기술종합지원센터)이 주관하는 `미래패키징 신기술 국제 심포지엄\'이 12월 13일(목) 서울교육문화회관에서 개최됐다. 이번 심포지엄은 美, 日, 스웨덴 등 패키징 선진국의 최신 기술동향 소개를 통해 신기술 개발과 국제협력을 촉진하기 위한 것으로, 키스 소네벨트(Kees Sonneveld) 국제패키징연구단체협회(I",https://www.kitech.re.kr/pages/60?id=12256&menuMode=READ&q=,12256,https://www.kitech.re.kr/api/v1/attachment/a3906b55-97af-40e2-af5e-3cf7b8f71829?size=640,,
포토뉴스,2007-12-17,[07.12.04] 생기원-성남시 MOU,"생기원이 12월 4일 경기도 성남시와 \'고령친화제품.서비스 종합체험관 구축사업\'을 위한 MOU를 체결했다. 이에 따라 성남시는 향후 체험관 구축을 위한 재정 및 행정적인 지원에 주력하고, 생기원은 체험관 구축.운영 작업을 진행하는 한편, 성남시를 고령친화산업 거점도시로 발전시키기 위한 기술개발, 정책지원 등을 추진하게 된다. 고령친화산업 종합체험관은 고",https://www.kitech.re.kr/pages/60?id=12255&menuMode=READ&q=,12255,https://www.kitech.re.kr/api/v1/attachment/d82f5fc9-e91a-4141-b743-a35a73f85d56?size=640,,
포토뉴스,2007-12-17,[07.10.25~28] 2007 미래성장동력 전시회,"10월 25일부터 28일까지 서울 삼성동 코엑스에서 미래성장동력2007 전시회가 나흘간 열렸다. 전시회에는 생기원을 비롯한 62개 연구소와 사업단이 참여했다. 과학기술부와 한국과학기술기획평가원이 주최하는 이 전시회는 참여정부 5년간의 대형 과학기술 연구성과들이 총망라해 전시 되었으며, 올해 3회째를 맞았다. 생기원은 사이버엔지니어U24, 에버투, i-Man",https://www.kitech.re.kr/pages/60?id=12254&menuMode=READ&q=,12254,https://www.kitech.re.kr/api/v1/attachment/6ea39ca1-f291-4e6b-bbb4-5338bb0ba91f?size=640,,
포토뉴스,2007-12-17,[07.10.24] 2007 기계의 날,"국내 기계 산업 발전과 관련 종사자들의 교류를 도모하는 \'2007년 기계의 날\'행사가 10월 24일 경기도 고양시 일산 킨텍스에서 열렸다. 한국기계산업진흥회, 한국기계연구원, 한국생산기술연구원, 한국항공우주연구원, 한국기계관련학회연합회가 공동주회한 이번 행사에서는 기계 산업 산학연 협력 유공자에 대한 산업자원부와 공동주최 기관장의 표창, 우리나라 기계",https://www.kitech.re.kr/pages/60?id=12253&menuMode=READ&q=,12253,https://www.kitech.re.kr/api/v1/attachment/cd5b2f02-8716-4736-a186-8e06b8f88f27?size=640,,
포토뉴스,2007-10-23,[07.10.18~21] 로보월드2007,10월 18일부터 21일까지 4일 간 서울 삼성동 코엑스에서 국내 최대 규모의 로봇 행사인 ‘로보월드 2007’이 열렸다. 또한 행사의 일환으로 산업자원부와 정보통신부가 주최하고 한국생산기술연구원이 주관하는 ‘2007 국제로봇컨테스트(International Robot Contest 2007)’도 개최됐다. 코엑스 인도양홀에서 열린 ‘2007 국제로봇컨테스,https://www.kitech.re.kr/pages/60?id=12252&menuMode=READ&q=,12252,https://www.kitech.re.kr/api/v1/attachment/11b35fc3-a169-483c-b3cc-e8fbfe44e630?size=640,,
포토뉴스,2007-10-16,[07.10.09] 바이오에너지국제포럼,10월 9일(화) 서울교육문화회관에서 국내외 전문가들이 대거 참석한 제 1차 바이오 에너지 국제포럼이 열렸다. 이번 포럼에서 생기원 환경에너지본부는 인류 공통의 문제로 떠오르고 있는 에너지 고갈과 지구온난화 문제를 해결할 대안으로서 바이오 연료 확보를 위한 국제적 연대를 제안했다. 산업자원부가 주최하고 에너지관리공단 신재생에너지센터가 후원하는 이번 국제포럼,https://www.kitech.re.kr/pages/60?id=12251&menuMode=READ&q=,12251,https://www.kitech.re.kr/api/v1/attachment/d9dd6102-9699-4595-ba55-5469a1f11517?size=640,,
포토뉴스,2007-10-16,[07.09.27] 제 8대 나경환 원장 취임,"왼쪽부터 나경환 신임 원장, 이호일 산업기술연구회 이사장, 김기협 원장 제 7대 김기협 원장 이임식과 제 8대 나경환 원장 취임식이 9월 27일(목) 생기원 천안 본원 대강당에서 열렸다. 김기협 원장은 이임사를 통해 한국생산기술연구원장으로 일할 수 있었던 3년 세월에 기쁨과 보람을 느낀다고 전한 뒤, 과학기술의 한 길 위에서 다시 만나기를 소망한다고 덧붙였",https://www.kitech.re.kr/pages/60?id=12250&menuMode=READ&q=,12250,https://www.kitech.re.kr/api/v1/attachment/95ac49c9-8ff2-48c0-b951-e68fa145f220?size=640,,
포토뉴스,2007-09-27,[07.09.21] 제8대 나경환 원장 임명장 수여식,"9월 21일(금), 산업기술연구회에서 한국생산기술연구원 제 8대 나경환 원장의 임명장 수여식이 열렸다. 이호일(좌측) 산업기술연구회 이사장이 나경환(우측) 신임원장에게 임명장을 전달하고 있다.",https://www.kitech.re.kr/pages/60?id=12249&menuMode=READ&q=,12249,https://www.kitech.re.kr/api/v1/attachment/b1dcec13-46cf-41c9-bb59-49206c810ae2?size=640,,
포토뉴스,2007-09-11,[07.09.04] 광주연구센터 준공식 및 나노기술집적센터 개소식,"생기원이 9월 4일 광주광역시 첨단산업단지 내에서 광주연구센터 준공식과 함께 광주나노기술집적센터 개소식을 갖고 본격 가동에 들어갔다. 본관동, 부품소재동, 광에너지동의 세 개 건물과 첨단장비를 갖춘 신축건물은 지역 균형발전이라는 정부의 신념과 특화산업 지원을 향한 광주시의 의지, 그리고 연구센터의 지역 배치라는 생기원의 경영방침이 결합된 자리에서 탄생했다.",https://www.kitech.re.kr/pages/60?id=12248&menuMode=READ&q=,12248,https://www.kitech.re.kr/api/v1/attachment/5c70a6cc-1015-4cdb-9e05-e880101a87ac?size=640,,
포토뉴스,2007-08-27,[07.08.27] 박종구 과학기술혁신본부장님 생기원 방문,"27일(월), 박종구 과학기술혁신본부장이 생기원 천안 본원을 방문했다. 60여명의 생기원 임직원들이 참석한 가운데 과기혁신본부장은 \'참여정부 과학기술혁신정책의 성과와 향후 과제\'에 대해 발표하고, 간담회를 가졌다. 이 후 천안연구센터의 각 실험실을 돌며 연구현장을 살펴보고, 직원들의 애로사항를 들었다.",https://www.kitech.re.kr/pages/60?id=12247&menuMode=READ&q=,12247,https://www.kitech.re.kr/api/v1/attachment/4370a695-2091-4a03-82dc-8eeb7a829da9?size=640,,
포토뉴스,2007-07-03,[07.07.02] 연구업무용 차량 기증식,"생기원은 국군 함정용 실린더 해드의 기술 개발을 의뢰한 신명금속에 적극적인 기술 지원을 함으로써 제품의 성공적 양산을 도왔다. 이에 대한 감사의 뜻을 전하며 신명금속 대표(가운데)는 생기원 직원들과 함께 2일(월), 생기원 인천연구센터에서 차량기증식 행사를 가졌다.",https://www.kitech.re.kr/pages/60?id=12246&menuMode=READ&q=,12246,https://www.kitech.re.kr/api/v1/attachment/cbc243c5-e698-41ed-bae3-7541c3daa97d?size=640,,
포토뉴스,2007-07-03,[07.06.08] 식스시그마 성과발표회,"6월 8일(금), 생기원 6시그마 성과발표회가 서울 대치동 서울무역전시컨벤션센터(SETEC)에서 열렸다. 생기원은 지난 2005년 7월부터 국내 정부 출연연구기관으로서는 최초로 6시그마를 도입, 지난 2년 여 동안 전사적 차원의 경영 및 연구개발(R&D) 혁신 툴로 활용해 왔다. 이번 성과발표회에서는 그간 생기원이 6시그마를 정착하는 과정에서 개발한 독자적",https://www.kitech.re.kr/pages/60?id=12245&menuMode=READ&q=,12245,https://www.kitech.re.kr/api/v1/attachment/b16674c7-193c-4838-80fa-5ae3ca341098?size=640,,
